match_id,ally_champs,enemy_champs,win
NA1_5202357950,"['Ornn', 'Gragas', 'Yasuo', 'Ezreal', 'Pyke']","['Brand', 'Graves', 'Renekton', 'MissFortune', 'Elise']",0.0
NA1_5202323522,"['Kennen', 'Graves', 'Viktor', 'Jhin', 'Thresh']","['Akali', 'Kindred', 'Qiyana', 'Syndra', 'Nautilus']",1.0
NA1_5202295941,"['Rumble', 'Kindred', 'Viktor', 'Ezreal', 'Sona']","['Jayce', 'Graves', 'Syndra', 'Brand', 'Blitzcrank']",0.0
NA1_5202264663,"['Renekton', 'JarvanIV', 'Sylas', 'Jinx', 'Lulu']","['Jayce', 'Zac', 'Ekko', 'Corki', 'Sona']",0.0
NA1_5202242435,"['LeeSin', 'Gragas', 'Jayce', 'Nilah', 'Renata']","['DrMundo', 'Viego', 'Yasuo', 'Seraphine', 'Sona']",1.0
NA1_5202188044,"['Camille', 'Syndra', 'Graves', 'Ezreal', 'Karma']","['Jayce', 'Viego', 'Vladimir', 'Aphelios', 'Zyra']",0.0
NA1_5194851907,"['KSante', 'Gragas', 'Viktor', 'Lucian', 'Taric']","['Yone', 'Karthus', 'Talon', 'Samira', 'Rell']",1.0
NA1_5194829941,"['Yone', 'Zac', 'Zoe', 'Jinx', 'Bard']","['Irelia', 'Kindred', 'Hwei', 'Lucian', 'Thresh']",1.0
NA1_5194802501,"['Ambessa', 'Zac', 'Jayce', 'Sivir', 'Thresh']","['Vladimir', 'Khazix', 'Talon', 'Lucian', 'Nami']",0.0
NA1_5194772845,"['Akali', 'Viego', 'Galio', 'Jhin', 'Karma']","['Gnar', 'MasterYi', 'Viktor', 'Brand', 'Rakan']",1.0
NA1_5194739451,"['Jayce', 'Ekko', 'Viktor', 'Draven', 'Thresh']","['Ambessa', 'JarvanIV', 'Akali', 'Jinx', 'Lulu']",0.0
NA1_5194695566,"['Akali', 'Khazix', 'Hwei', 'Varus', 'Lulu']","['Viktor', 'Kindred', 'Sylas', 'Lucian', 'Nami']",1.0
NA1_5194650174,"['Gnar', 'MonkeyKing', 'Jayce', 'Viktor', 'Bard']","['Yone', 'LeeSin', 'Hwei', 'Kalista', 'Leona']",1.0
NA1_5194604375,"['Warwick', 'Graves', 'Swain', 'Sivir', 'Thresh']","['Garen', 'Zac', 'Talon', 'Viktor', 'Zoe']",0.0
NA1_5194557588,"['Maokai', 'Skarner', 'Aurora', 'Jinx', 'Milio']","['Ambessa', 'Lillia', 'Yone', 'Draven', 'Leona']",0.0
NA1_5194000218,"['Yone', 'Viego', 'Viktor', 'Kaisa', 'Leona']","['Aatrox', 'Graves', 'Ryze', 'Lucian', 'Pyke']",1.0
NA1_5193973052,"['Ambessa', 'XinZhao', 'Viktor', 'Jhin', 'Blitzcrank']","['Renekton', 'Nidalee', 'Akshan', 'Ashe', 'Milio']",1.0
NA1_5193941595,"['Sett', 'JarvanIV', 'Pantheon', 'Ziggs', 'Pyke']","['KSante', 'Belveth', 'Yasuo', 'Seraphine', 'Karma']",1.0
NA1_5193905158,"['Teemo', 'Karthus', 'Jayce', 'Tristana', 'Senna']","['Warwick', 'Kindred', 'Yone', 'Seraphine', 'Karma']",0.0
NA1_5193856740,"['Sion', 'Talon', 'Aurora', 'Ezreal', 'Alistar']","['Teemo', 'Khazix', 'Viktor', 'Tristana', 'Yuumi']",0.0
NA1_5193824624,"['Camille', 'Kayn', 'Galio', 'Jinx', 'Amumu']","['Garen', 'Vi', 'Sylas', 'Hwei', 'Sona']",1.0
NA1_5193736934,"['Gwen', 'Qiyana', 'Galio', 'Caitlyn', 'Janna']","['Rengar', 'RekSai', 'Viktor', 'Jhin', 'Zilean']",1.0
NA1_5193705216,"['Irelia', 'Ekko', 'Yone', 'Jinx', 'TahmKench']","['Jayce', 'JarvanIV', 'Kennen', 'Aphelios', 'Thresh']",1.0
NA1_5193141639,"['Kled', 'JarvanIV', 'Viktor', 'Velkoz', 'Bard']","['Ambessa', 'Udyr', 'Syndra', 'Caitlyn', 'Nautilus']",0.0
NA1_5193099171,"['KSante', 'Kindred', 'Taliyah', 'Jhin', 'Velkoz']","['Nautilus', 'Ambessa', 'Aurora', 'Corki', 'Olaf']",0.0
NA1_5193069297,"['Ambessa', 'Nunu', 'Aurora', 'Kaisa', 'Nautilus']","['KSante', 'JarvanIV', 'Hwei', 'Ezreal', 'Janna']",1.0
NA1_5193028987,"['DrMundo', 'Shaco', 'Zed', 'Hwei', 'Nami']","['Ryze', 'Kindred', 'Sylas', 'Varus', 'Nautilus']",0.0
NA1_5192996421,"['Ryze', 'Kindred', 'Viktor', 'Jhin', 'Sona']","['DrMundo', 'Udyr', 'Yone', 'Tristana', 'Janna']",0.0
NA1_5192954994,"['Kled', 'Viego', 'FiddleSticks', 'Viktor', 'Senna']","['Ambessa', 'XinZhao', 'Akshan', 'Sona', 'Seraphine']",1.0
NA1_5192922272,"['Warwick', 'Graves', 'Galio', 'Ziggs', 'Zoe']","['Riven', 'Nunu', 'Akshan', 'Ashe', 'Nautilus']",1.0
NA1_5192901652,"['Jayce', 'Graves', 'Galio', 'Tristana', 'Zoe']","['Shen', 'Gwen', 'Akshan', 'Caitlyn', 'Neeko']",1.0
NA1_5192878315,"['Jayce', 'Karthus', 'Yone', 'Corki', 'Nautilus']","['Camille', 'Shyvana', 'Yasuo', 'Jinx', 'Zoe']",0.0
NA1_5192845688,"['Nautilus', 'Shaco', 'Hwei', 'Corki', 'Jayce']","['Irelia', 'Rengar', 'Lissandra', 'Lucian', 'Lulu']",1.0
NA1_5192822979,"['Gragas', 'JarvanIV', 'Syndra', 'Corki', 'Taric']","['Jax', 'Sejuani', 'Viktor', 'Jinx', 'Lulu']",0.0
NA1_5192421856,"['Pantheon', 'Kayn', 'Aurora', 'Syndra', 'Blitzcrank']","['Ryze', 'Skarner', 'Orianna', 'Aphelios', 'Braum']",1.0
NA1_5192388212,"['Kayle', 'Viego', 'Cassiopeia', 'Lux', 'Talon']","['DrMundo', 'Lillia', 'Pantheon', 'Lucian', 'Sona']",0.0
NA1_5192333118,"['Ambessa', 'Skarner', 'Corki', 'Hwei', 'Sona']","['Sion', 'JarvanIV', 'Singed', 'Ziggs', 'Nami']",1.0
